School,G,W,L,W-L%,SRS,SOS,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,year,NCAABirth,END,Seed
Oregon ,37,28,9,0.757,13.82,5.77,2650,2352,68.8,102.4,0.383,0.273,0.531,52.5,51.3,12.1,10.2,0.493,18.2,35.7,0.27,2013,NCAA,Oregon ,12
Pacific ,35,22,13,0.629,1.96,1.05,2344,2238,63.3,105.4,0.372,0.321,0.542,47.8,61.9,8.7,4.2,0.509,15.3,29.5,0.256,2013,NCAA,Pacific ,15
Pittsburgh ,33,24,9,0.727,18.82,5.63,2282,1847,60.4,113.2,0.375,0.263,0.546,53.1,64.2,10.8,12.7,0.517,14.8,40.4,0.251,2013,NCAA,Pittsburgh ,8
Saint Louis ,35,28,7,0.8,14.33,4.28,2388,2036,64.5,105,0.44,0.341,0.545,47.3,56.1,11.7,8.3,0.504,14.9,27.4,0.31,2013,NCAA,Saint Louis ,4
Saint Mary's (CA) ,35,28,7,0.8,14.51,3.31,2610,2203,64.5,115.2,0.368,0.375,0.573,54.5,55.2,9.4,7.6,0.54,15.4,37.1,0.267,2013,NCAA,Saint Mary's (CA) ,11
San Diego State ,34,23,11,0.676,13.01,6.19,2356,2077,66.6,103.7,0.364,0.323,0.524,50.4,50.7,10.3,12,0.491,15.4,32.3,0.248,2013,NCAA,San Diego State ,7
South Dakota State ,35,25,10,0.714,2.36,-3.27,2568,2300,64,113.1,0.324,0.358,0.574,51.3,55.6,7.7,6.1,0.539,14,29.8,0.247,2013,NCAA,South Dakota State ,13
Southern ,33,23,10,0.697,-2.61,-10.31,2223,1890,65.4,103,0.392,0.352,0.533,46.9,49.4,11.3,10.8,0.497,14.7,26.4,0.27,2013,NCAA,Southern ,16
Syracuse ,40,30,10,0.75,20.3,8.57,2816,2347,65.2,107.3,0.368,0.304,0.523,49.7,55.8,13.7,19.3,0.49,15.5,38.8,0.248,2013,NCAA,Syracuse ,4
Temple ,34,24,10,0.706,9.52,5.2,2456,2309,67.6,106.8,0.356,0.373,0.529,46.5,58.4,11.6,9.5,0.49,13.6,30.8,0.257,2013,NCAA,Temple ,9
UCLA ,35,25,10,0.714,12.88,7.82,2604,2427,69.6,105.4,0.331,0.241,0.528,46.6,58.2,11.5,8.4,0.491,13.7,30.7,0.24,2013,NCAA,UCLA ,6
Valparaiso ,34,26,8,0.765,7.15,-1.13,2420,2119,65.1,108.9,0.42,0.4,0.594,50.5,56.7,10.4,8.6,0.559,19.3,31.2,0.307,2013,NCAA,Valparaiso ,14
Villanova ,34,20,14,0.588,10.74,8.53,2307,2214,67.4,98.8,0.505,0.351,0.529,49.8,56.4,11.3,9.9,0.474,19.6,33,0.363,2013,NCAA,Villanova ,9
Virginia Commonwealth ,36,27,9,0.75,16.89,4.47,2770,2323,68.6,111.4,0.298,0.357,0.541,48,51.6,17,8.9,0.513,13.7,36,0.209,2013,NCAA,Virginia Commonwealth ,5
Western Kentucky ,36,20,16,0.556,-0.65,-1.14,2409,2364,67,99.5,0.385,0.362,0.52,50.3,47.8,9.2,8.7,0.485,18.8,35.1,0.26,2013,NCAA,Western Kentucky ,16
Wichita State ,39,30,9,0.769,14.68,6.09,2720,2385,64.9,107.5,0.365,0.353,0.535,53.2,55.6,11.4,13.5,0.5,16.2,38,0.255,2013,NCAA,Wichita State ,9
Wisconsin ,35,23,12,0.657,18.76,9.73,2274,1958,61.4,104.4,0.297,0.401,0.508,50.8,56.5,9.2,10.8,0.486,13,32.4,0.188,2013,NCAA,Wisconsin ,5
Albany (NY) ,34,19,15,0.559,-3.31,-5.22,2239,2174,63,103.3,0.42,0.261,0.539,52.5,49.2,8.5,8.6,0.488,17.1,31.9,0.315,2014,NCAA,Albany (NY) ,16
American ,33,20,13,0.606,0.69,-3.25,2081,1951,60.7,103.4,0.35,0.358,0.584,50.6,65.8,9.8,9.9,0.558,20.7,26.5,0.248,2014,NCAA,American ,15
Arizona State ,33,21,12,0.636,13.32,7.41,2486,2291,69,107.2,0.425,0.371,0.558,48.4,56.3,7.2,12.8,0.524,14.5,24.5,0.295,2014,NCAA,Arizona State ,10
Arizona ,38,33,5,0.868,23.36,9.04,2769,2225,64.1,112.3,0.41,0.264,0.546,55.1,57.6,9,11.5,0.517,13.2,36.4,0.27,2014,NCAA,Arizona ,1
Baylor ,38,26,12,0.684,15.8,10.11,2843,2577,64.2,115.1,0.45,0.344,0.556,54.8,58.7,8,14,0.521,14.7,40.6,0.306,2014,NCAA,Baylor ,6
Brigham Young ,35,23,12,0.657,11.63,5.72,2931,2706,73.5,111.9,0.483,0.228,0.545,53.3,53.8,9.6,7.3,0.503,12.8,34.7,0.334,2014,NCAA,Brigham Young ,10
Cal Poly ,34,14,20,0.412,-1.34,1.69,2141,2163,60.8,103.5,0.326,0.354,0.501,48.8,52.3,9.6,8,0.466,12.4,31.8,0.224,2014,NCAA,Cal Poly ,16
Cincinnati ,34,27,7,0.794,15.26,5.28,2325,1986,63.6,107.5,0.387,0.309,0.519,53.2,52.8,12.4,16,0.477,14.4,39.1,0.274,2014,NCAA,Cincinnati ,5
Coastal Carolina ,34,21,13,0.618,-5.21,-6.31,2458,2326,68.6,104.2,0.385,0.319,0.528,53.2,42,9.2,8.6,0.491,16.9,35.1,0.266,2014,NCAA,Coastal Carolina ,16
Colorado ,35,23,12,0.657,10.8,8.8,2457,2387,67,103.7,0.483,0.304,0.534,54.3,48.8,8.7,9,0.483,16.8,34,0.346,2014,NCAA,Colorado ,8
Connecticut ,40,32,8,0.8,17.23,8.63,2873,2529,65.5,108.9,0.383,0.343,0.562,50.2,50.3,10.7,15.2,0.515,15.2,30.4,0.298,2014,NCAA,Connecticut ,7
Creighton ,35,27,8,0.771,18.03,7.17,2756,2376,65.3,120.6,0.339,0.446,0.616,51.7,64.2,6.1,3.8,0.589,13.3,27.7,0.252,2014,NCAA,Creighton ,3
Dayton ,37,26,11,0.703,10.55,5.34,2671,2478,65.4,109.6,0.406,0.319,0.555,52.7,51.9,9.1,7.3,0.524,15.5,34,0.277,2014,NCAA,Dayton ,11
Delaware ,35,25,10,0.714,2.73,-1.1,2782,2648,70.9,111.7,0.439,0.345,0.546,48.1,40.3,8.4,8.5,0.504,11.6,29.1,0.312,2014,NCAA,Delaware ,13
Duke ,35,26,9,0.743,19.51,8.48,2745,2359,65.5,119.4,0.388,0.397,0.574,51.5,54.8,10.6,7.4,0.538,12.1,34.5,0.283,2014,NCAA,Duke ,3
Eastern Kentucky ,34,24,10,0.706,0.6,-4.34,2677,2411,67.5,116.3,0.441,0.446,0.611,44.3,56.5,13,6.4,0.574,14.1,23.6,0.331,2014,NCAA,Eastern Kentucky ,15
Florida ,39,36,3,0.923,20.69,8.54,2727,2253,62.9,111.1,0.424,0.346,0.552,53.8,53.9,11.2,8.6,0.522,14.5,34.7,0.283,2014,NCAA,Florida ,1
George Washington ,33,24,9,0.727,10.6,4.42,2415,2211,68,107.3,0.466,0.284,0.546,52.5,54.9,10.4,11.2,0.515,16.2,35.1,0.304,2014,NCAA,George Washington ,9
Gonzaga ,36,29,7,0.806,15.56,5.36,2761,2372,68.1,114.1,0.404,0.328,0.59,52.3,54,9.7,10.2,0.56,15.2,30.6,0.286,2014,NCAA,Gonzaga ,8
Harvard ,32,27,5,0.844,10.79,-0.47,2343,1952,64.6,111.6,0.48,0.283,0.564,52.1,57.1,11.6,13.4,0.519,15,32.8,0.347,2014,NCAA,Harvard ,12
Iowa State ,36,28,8,0.778,18.52,9.88,2989,2678,71.7,113.9,0.364,0.375,0.569,51.1,62.4,8.2,7,0.542,12.6,28.8,0.252,2014,NCAA,Iowa State ,3
Iowa ,33,20,13,0.606,18.58,7.43,2689,2321,69.9,115,0.453,0.275,0.558,54.7,57.9,10,13.5,0.511,13.3,37.7,0.333,2014,NCAA,Iowa ,11
Kansas State ,33,20,13,0.606,12.14,8.47,2280,2159,65.6,104.2,0.403,0.325,0.52,50.7,63,9.4,8,0.488,15.6,34.7,0.264,2014,NCAA,Kansas State ,9
Kansas ,35,25,10,0.714,20.25,11.4,2764,2454,68.6,114.3,0.483,0.287,0.58,55.5,54.8,8.4,14.6,0.542,16.3,37.3,0.343,2014,NCAA,Kansas ,2
Kentucky ,40,29,11,0.725,18.07,9.9,2992,2665,65.9,112.4,0.518,0.276,0.543,56.6,44.4,7.1,14.9,0.5,14.5,41.4,0.353,2014,NCAA,Kentucky ,8
Louisiana ,35,23,12,0.657,2.91,-0.28,2835,2633,71.2,111.4,0.429,0.315,0.554,52.3,47.8,9.8,10.2,0.522,15.2,36.3,0.288,2014,NCAA,Louisiana ,14
Louisville ,37,31,6,0.838,24.69,4.8,2998,2262,69,117.4,0.412,0.351,0.562,52.1,54,14.5,12.5,0.535,12.8,37.1,0.272,2014,NCAA,Louisville ,4
Manhattan ,33,25,8,0.758,6.04,-0.9,2540,2311,70.3,107.1,0.555,0.307,0.547,50.7,52.3,11.5,15.3,0.507,16.8,34.4,0.368,2014,NCAA,Manhattan ,13
Massachusetts ,33,24,9,0.727,10.61,6,2502,2350,71.7,105.3,0.392,0.261,0.538,51.9,55.4,9.5,12.3,0.504,16.1,34.4,0.268,2014,NCAA,Massachusetts ,6
Memphis ,34,24,10,0.706,13.02,7.14,2614,2397,70.6,108.2,0.399,0.275,0.547,51.5,61.7,12.2,11,0.522,15.8,35.6,0.257,2014,NCAA,Memphis ,8
Mercer ,36,27,9,0.75,5.33,-3.42,2836,2410,65.7,115.8,0.384,0.367,0.582,52.9,59.7,8.6,11.8,0.547,14.7,34,0.282,2014,NCAA,Mercer ,14
Michigan State ,38,29,9,0.763,19.35,9.38,2870,2491,66,113.3,0.337,0.363,0.573,53.7,62.2,10.2,13.4,0.545,14.7,32.2,0.239,2014,NCAA,Michigan State ,4
Michigan ,37,28,9,0.757,18.52,9.65,2736,2408,62.5,117.5,0.349,0.401,0.592,50.1,55.6,8.2,6.3,0.557,12.7,28.6,0.266,2014,NCAA,Michigan ,2
Milwaukee ,35,21,14,0.6,-1.53,-0.44,2465,2469,67.9,102.6,0.436,0.399,0.541,48.8,58.9,8.3,6.4,0.493,17.1,28.3,0.32,2014,NCAA,Milwaukee ,15
Mount St. Mary's ,33,16,17,0.485,-6.32,-4.44,2504,2566,70,107.5,0.367,0.434,0.554,46.6,46.1,10,6.7,0.515,14.7,27.8,0.271,2014,NCAA,Mount St. Mary's ,16
Nebraska ,32,19,13,0.594,10.13,8.5,2137,2085,65.4,102.2,0.423,0.335,0.528,48.6,42.3,10.6,9.3,0.483,14.7,25.7,0.303,2014,NCAA,Nebraska ,11
New Mexico State ,36,26,10,0.722,6.16,-2.58,2771,2415,66.9,113.8,0.535,0.273,0.576,53.5,50.6,6.9,13.5,0.539,16,37.5,0.368,2014,NCAA,New Mexico State ,13
New Mexico ,34,27,7,0.794,12.72,4.84,2516,2248,65.6,111.2,0.466,0.32,0.556,53.8,61.6,7.2,13.3,0.511,13.8,32.5,0.338,2014,NCAA,New Mexico ,7
North Carolina Central ,34,28,6,0.824,3.97,-8.03,2513,2023,64.7,112.5,0.476,0.297,0.559,52.6,59,11.7,12.4,0.513,14.8,36.6,0.347,2014,NCAA,North Carolina Central ,14
North Carolina State ,36,22,14,0.611,9.02,7.44,2561,2504,64.9,108.1,0.37,0.255,0.529,49.5,49.1,7.3,10.8,0.5,13.4,34.2,0.243,2014,NCAA,North Carolina State ,12
North Carolina ,34,24,10,0.706,15.24,8.42,2604,2372,70,108.5,0.429,0.211,0.526,53.4,54.9,10.4,12.5,0.499,14.1,38.1,0.268,2014,NCAA,North Carolina ,6
North Dakota State ,33,26,7,0.788,6.31,-0.02,2492,2164,63.9,117.7,0.409,0.275,0.593,53.2,43,9.7,13.1,0.555,13.4,31.7,0.307,2014,NCAA,North Dakota State ,12
Ohio State ,35,25,10,0.714,17.84,8.12,2432,2092,65.1,106.1,0.423,0.329,0.54,50.2,49.9,11.8,12.2,0.503,14.9,29.6,0.291,2014,NCAA,Ohio State ,6
Oklahoma State ,34,21,13,0.618,19.02,8.34,2728,2365,69.5,112.8,0.497,0.338,0.569,48.8,51.6,10.8,12.2,0.524,12.9,28,0.357,2014,NCAA,Oklahoma State ,9
Oklahoma ,33,23,10,0.697,14.91,8.97,2704,2508,71.7,112.9,0.394,0.37,0.56,50.9,53.1,9.4,8.4,0.517,13.5,32.4,0.295,2014,NCAA,Oklahoma ,5
Oregon ,34,24,10,0.706,15.75,8.05,2783,2521,69.9,115,0.438,0.337,0.583,50.7,53,10.9,8.7,0.535,14,32.2,0.338,2014,NCAA,Oregon ,7
Pittsburgh ,36,26,10,0.722,17.46,7.54,2586,2229,62.4,113,0.443,0.269,0.55,54.5,62.9,11.1,8.6,0.507,13.7,37.3,0.315,2014,NCAA,Pittsburgh ,9
Providence ,35,23,12,0.657,11.37,7.85,2566,2443,64.9,109.1,0.419,0.317,0.539,52.4,56.1,8.3,12,0.483,14.6,35.4,0.328,2014,NCAA,Providence ,11
Saint Joseph's ,34,24,10,0.706,9.05,5.08,2433,2298,66,108.1,0.436,0.369,0.563,52,56.7,6.7,11.9,0.539,15.9,29,0.281,2014,NCAA,Saint Joseph's ,10
Saint Louis ,34,27,7,0.794,11.63,4.24,2374,2105,67.4,102.4,0.404,0.322,0.533,51,58.1,10.9,9.9,0.494,16.2,29.4,0.281,2014,NCAA,Saint Louis ,5
San Diego State ,36,31,5,0.861,14.95,4.86,2530,2052,63.9,109.2,0.449,0.258,0.519,53.6,40.8,11.8,14.1,0.481,12.7,36.7,0.298,2014,NCAA,San Diego State ,4
Stanford ,36,23,13,0.639,13.42,9,2616,2457,67.1,108,0.45,0.293,0.553,51.3,46.3,7.9,11.6,0.513,14.7,29.3,0.316,2014,NCAA,Stanford ,10
Stephen F. Austin ,35,32,3,0.914,4.82,-6.76,2661,2219,65.5,115.2,0.402,0.36,0.561,53.8,62.3,11.1,8.6,0.525,14.2,38.4,0.286,2014,NCAA,Stephen F. Austin ,12
Syracuse ,34,28,6,0.824,16.05,7.25,2311,2012,60.5,111.6,0.382,0.27,0.522,52.8,49.1,13.1,17.2,0.482,12.1,38.1,0.27,2014,NCAA,Syracuse ,3
Tennessee ,37,24,13,0.649,17.34,7.84,2672,2283,62.8,114.2,0.416,0.308,0.545,56.2,50.9,8.2,12,0.503,13.7,39.8,0.299,2014,NCAA,Tennessee ,11
Texas Southern ,34,19,15,0.559,-8.41,-10.07,2584,2512,68.2,109.8,0.491,0.325,0.565,52.2,55.5,6.6,8.5,0.521,16.6,33.8,0.352,2014,NCAA,Texas Southern ,16
Texas ,35,24,11,0.686,12.67,9.15,2598,2475,69.1,107,0.434,0.26,0.514,54.6,49.9,8.2,15.8,0.474,14.4,39.6,0.291,2014,NCAA,Texas ,7
Tulsa ,34,21,13,0.618,6.23,1.17,2471,2299,68.7,105,0.471,0.318,0.532,50.3,51.1,9.9,10.5,0.492,14.5,30.2,0.318,2014,NCAA,Tulsa ,13
UCLA ,37,28,9,0.757,18.4,7.62,3003,2604,70,115.1,0.382,0.275,0.579,51.2,59.3,13.1,9,0.541,12.7,29.8,0.286,2014,NCAA,UCLA ,4
Villanova ,34,29,5,0.853,18.97,7.5,2651,2261,67.6,113.2,0.445,0.448,0.574,52.6,60.1,10.1,11.2,0.536,14.9,32.6,0.318,2014,NCAA,Villanova ,2
Virginia Commonwealth ,35,26,9,0.743,14.55,4.78,2624,2282,70.4,105,0.352,0.339,0.512,50.6,49.8,15.6,11.5,0.479,14.2,34.3,0.237,2014,NCAA,Virginia Commonwealth ,5
Virginia ,37,30,7,0.811,18.38,7.86,2449,2060,60.6,108.8,0.42,0.297,0.542,54.7,56.6,8.6,12,0.508,13.8,33.2,0.283,2014,NCAA,Virginia ,1
Weber State ,31,19,12,0.613,-0.92,-4.23,2254,2061,64.3,111.3,0.498,0.367,0.592,52.5,55.6,6.5,9,0.547,16.7,28.9,0.369,2014,NCAA,Weber State ,16
Western Michigan ,33,23,10,0.697,1.73,-1.45,2373,2235,66.5,106.5,0.508,0.352,0.568,51.3,48.3,8.7,9.6,0.52,18.2,31.6,0.368,2014,NCAA,Western Michigan ,14
Wichita State ,36,35,1,0.972,16.65,1.74,2706,2141,64.5,116.1,0.472,0.367,0.569,55.3,54.8,10.6,15,0.526,13.6,35.1,0.342,2014,NCAA,Wichita State ,1
Wisconsin ,38,30,8,0.789,19.69,10.19,2793,2432,63.3,115.7,0.426,0.391,0.575,51.1,50.5,7.6,8,0.533,11.2,28.1,0.318,2014,NCAA,Wisconsin ,2
Wofford ,33,20,13,0.606,-4.32,-5.95,2205,2054,63,105.6,0.328,0.302,0.529,51,52.4,9.8,4.6,0.502,14.4,31.7,0.218,2014,NCAA,Wofford ,15
Xavier ,34,21,13,0.618,11.84,8.14,2442,2316,65.7,108.5,0.416,0.27,0.551,53.2,57.2,8.7,8.2,0.517,16,34.1,0.286,2014,NCAA,Xavier ,12
Alabama-Birmingham ,36,20,16,0.556,1.94,1.62,2476,2452,65.9,101.5,0.35,0.297,0.52,51,59.1,9.7,13,0.477,16.8,34.2,0.259,2015,NCAA,Alabama-Birmingham ,14
Albany (NY) ,33,24,9,0.727,-0.34,-5.18,2156,1996,61.2,106.4,0.39,0.343,0.546,53.5,47.9,9.2,5.5,0.499,16.2,32.6,0.296,2015,NCAA,Albany (NY) ,14
Arizona ,38,34,4,0.895,24.33,7.41,2911,2268,66.5,114.7,0.471,0.259,0.575,56.8,52.3,10.8,9.8,0.535,14.2,34.5,0.338,2015,NCAA,Arizona ,2
Arkansas ,36,27,9,0.75,14.07,6.79,2787,2525,70.1,109.6,0.373,0.31,0.539,50.2,59.2,10.9,12,0.5,14.3,35.7,0.27,2015,NCAA,Arkansas ,5
Baylor ,34,24,10,0.706,17.85,9.33,2349,2048,62.8,109.2,0.386,0.334,0.53,55.9,61.1,12.2,11.2,0.497,16.4,42.4,0.26,2015,NCAA,Baylor ,3
Belmont ,33,22,11,0.667,0.35,-2.77,2450,2330,67.5,109.9,0.324,0.48,0.589,50.3,58.7,9.4,5.5,0.567,17.8,29,0.225,2015,NCAA,Belmont ,15
Boise State ,34,25,9,0.735,10.01,1.38,2390,2045,62.4,110.5,0.324,0.416,0.568,52.1,49.2,9.5,7,0.537,14.2,28.4,0.236,2015,NCAA,Boise State ,11
Brigham Young ,35,25,10,0.714,13.53,5.02,2931,2561,70.7,116.7,0.424,0.365,0.584,53.2,60.9,10.2,7.4,0.539,14.2,34.1,0.325,2015,NCAA,Brigham Young ,11
Buffalo ,33,23,10,0.697,7.93,1.6,2462,2253,68.7,108.5,0.426,0.303,0.533,52,51.7,10.9,11.3,0.487,14.1,34.5,0.306,2015,NCAA,Buffalo ,12
Butler ,34,23,11,0.676,16.64,8.62,2346,2073,64.2,105.9,0.408,0.287,0.522,54.2,47.5,9.8,8.8,0.484,14.3,34.7,0.279,2015,NCAA,Butler ,6
UC-Irvine ,34,21,13,0.618,3.63,0.45,2295,2113,63.7,105.2,0.292,0.301,0.544,51.2,56.2,8.9,12.6,0.52,15.8,30.2,0.2,2015,NCAA,UC-Irvine ,13
Cincinnati ,34,23,11,0.676,10.72,4.4,2113,1898,59.6,102.8,0.371,0.297,0.527,53.5,51.8,10.8,15.4,0.495,17.7,37.3,0.249,2015,NCAA,Cincinnati ,8
Coastal Carolina ,34,24,10,0.706,-1.02,-6.18,2438,2121,65.2,110,0.411,0.333,0.537,55.7,46.1,10.8,10.2,0.5,15,37.5,0.283,2015,NCAA,Coastal Carolina ,16
Davidson ,32,24,8,0.75,11.97,3.19,2529,2221,67.2,117.1,0.287,0.456,0.578,50.3,60.9,7.9,7.5,0.556,12.2,30,0.203,2015,NCAA,Davidson ,10
Dayton ,36,27,9,0.75,10.98,4.06,2439,2190,64.2,105.1,0.482,0.382,0.565,48.6,60.5,10.8,7.2,0.53,16.1,23.3,0.33,2015,NCAA,Dayton ,11
Duke ,39,35,4,0.897,24.97,9.87,3091,2502,65.9,119.4,0.398,0.334,0.593,53.9,53.5,10.7,9,0.566,13.9,35.8,0.278,2015,NCAA,Duke ,1
Eastern Washington ,35,26,9,0.743,0.79,-3.84,2820,2588,68.3,117.1,0.352,0.421,0.591,50,46.5,9.1,13,0.562,13.6,29.9,0.255,2015,NCAA,Eastern Washington ,13
Georgetown ,33,22,11,0.667,15.48,9.81,2340,2153,64.6,108.1,0.439,0.325,0.552,52.2,53.4,11.6,14.1,0.513,16.4,34.3,0.309,2015,NCAA,Georgetown ,4
Georgia State ,35,25,10,0.714,5.47,-2.03,2499,2184,64.3,109.8,0.383,0.278,0.563,48.9,53.1,14.1,13.5,0.527,14.2,30,0.277,2015,NCAA,Georgia State ,14
Georgia ,33,21,12,0.636,12.42,8.6,2250,2124,64.8,102.8,0.477,0.311,0.53,53,55,8.4,12.4,0.485,16.5,32.2,0.331,2015,NCAA,Georgia ,10
Gonzaga ,38,35,3,0.921,21.12,5.12,2989,2343,65.2,120.3,0.387,0.317,0.606,55.5,57.2,9.1,8.4,0.584,13.9,34.1,0.267,2015,NCAA,Gonzaga ,2
Hampton ,35,17,18,0.486,-8.25,-7.08,2346,2387,69.5,96.1,0.438,0.326,0.496,50.1,46.7,9.6,10.5,0.456,17.3,31.8,0.286,2015,NCAA,Hampton ,16
Harvard ,30,22,8,0.733,4.47,-0.25,1926,1727,61.2,103.2,0.393,0.266,0.524,52.5,57.2,11.4,13.1,0.481,16,32.7,0.283,2015,NCAA,Harvard ,13
Indiana ,34,20,14,0.588,12.94,7.2,2633,2438,66.9,115.3,0.327,0.395,0.573,52.2,51.2,7.4,7.8,0.544,14.6,35.2,0.235,2015,NCAA,Indiana ,10
Iowa State ,34,25,9,0.735,17.94,9.15,2645,2346,69.8,111.4,0.365,0.368,0.571,50.5,58.1,9.2,9.7,0.543,13.9,28.3,0.254,2015,NCAA,Iowa State ,3
Iowa ,34,22,12,0.647,15.83,8.39,2372,2119,64.5,107.4,0.38,0.302,0.527,52.9,58.7,9.9,13.1,0.481,14.4,35.6,0.282,2015,NCAA,Iowa ,7
Kansas ,36,27,9,0.75,18.47,12.13,2561,2333,66.7,106.3,0.426,0.284,0.539,52.6,54.7,9.8,12.3,0.494,16.3,34.9,0.309,2015,NCAA,Kansas ,2
Kentucky ,39,38,1,0.974,28.72,8.67,2900,2118,63.8,115.5,0.439,0.271,0.558,54.9,55,10.1,18.2,0.515,13.6,39.5,0.319,2015,NCAA,Kentucky ,1
Lafayette ,33,20,13,0.606,-3.37,-3.12,2426,2409,64.8,112.9,0.305,0.356,0.589,48.3,58.9,8.4,6.9,0.557,15.1,28.4,0.234,2015,NCAA,Lafayette ,16
Louisiana State ,33,22,11,0.667,11.39,5.63,2423,2233,69.6,103.1,0.335,0.284,0.533,51.5,57.8,10.2,14,0.503,17.3,33.9,0.229,2015,NCAA,Louisiana State ,9
Louisville ,36,27,9,0.75,18.12,8.98,2483,2154,65.6,104.5,0.387,0.314,0.512,51.8,47.7,11.9,14.4,0.477,14.4,34.7,0.258,2015,NCAA,Louisville ,4
Manhattan ,33,19,14,0.576,-1.34,-3.34,2300,2234,68.2,100.7,0.474,0.366,0.537,48.6,60.8,11.6,7.5,0.494,18.3,30.9,0.328,2015,NCAA,Manhattan ,16
Maryland ,35,28,7,0.8,13.32,7.63,2417,2218,64.7,106.1,0.445,0.387,0.562,51.1,48.1,7.4,11.9,0.512,16.7,28.9,0.336,2015,NCAA,Maryland ,4
Michigan State ,39,27,12,0.692,17.46,10,2773,2482,63,109.7,0.327,0.35,0.55,53.9,63.7,8,12.6,0.532,14.9,33.4,0.207,2015,NCAA,Michigan State ,7
Mississippi ,34,21,13,0.618,11.39,7.01,2475,2326,67,107.9,0.361,0.331,0.527,51.8,53.1,9.8,11.3,0.478,13.9,34.8,0.279,2015,NCAA,Mississippi ,11
New Mexico State ,34,23,11,0.676,3.71,-3.67,2316,2033,62.9,107.5,0.441,0.257,0.548,54.9,50.2,10.2,9.2,0.509,18.2,39.9,0.306,2015,NCAA,New Mexico State ,15
North Carolina State ,36,22,14,0.611,14.11,9.72,2525,2367,64.5,108,0.354,0.322,0.526,52.3,46.4,5.9,13.1,0.493,13.5,34,0.243,2015,NCAA,North Carolina State ,8
North Carolina ,38,26,12,0.684,20.63,11.76,2953,2616,69.2,111.6,0.353,0.223,0.548,55.2,60.1,9.5,11.3,0.516,15.1,40,0.247,2015,NCAA,North Carolina ,4
North Dakota State ,33,23,10,0.697,-1.72,-3.63,2141,2057,61.9,103.7,0.358,0.35,0.534,51.3,42.4,7.6,10.7,0.501,14,25.6,0.248,2015,NCAA,North Dakota State ,15
North Florida ,35,23,12,0.657,-0.82,-5.94,2651,2385,67.7,112,0.391,0.424,0.585,50.7,56.4,9,9.9,0.553,16.1,30.1,0.283,2015,NCAA,North Florida ,16
Northeastern ,35,23,12,0.657,2.03,-1.34,2397,2279,63.5,106.7,0.413,0.305,0.581,54.2,59.7,8.1,9.3,0.545,19,30.1,0.3,2015,NCAA,Northeastern ,14
Northern Iowa ,35,31,4,0.886,12.54,2,2281,1912,57.4,111.9,0.398,0.399,0.593,51.9,53.2,10.2,7.8,0.559,15.9,27,0.292,2015,NCAA,Northern Iowa ,5
Notre Dame ,38,32,6,0.842,19.23,7.02,2963,2499,63.7,120.4,0.367,0.376,0.612,49.8,54.9,10.4,9.1,0.583,12.9,27.9,0.272,2015,NCAA,Notre Dame ,3
Ohio State ,35,24,11,0.686,19.68,7.37,2635,2204,66,113.2,0.347,0.319,0.567,51.5,55.4,11.4,14.6,0.542,14.6,33.5,0.236,2015,NCAA,Ohio State ,10
Oklahoma State ,32,18,14,0.563,12.95,9.63,2160,2011,64.6,103.6,0.387,0.388,0.547,48.6,49.9,12.1,13.7,0.507,16.6,27.8,0.281,2015,NCAA,Oklahoma State ,9
Oklahoma ,35,24,11,0.686,18.65,9.94,2501,2196,67.4,105.2,0.328,0.338,0.532,51.1,48.6,10,12.9,0.493,15.1,31.5,0.243,2015,NCAA,Oklahoma ,3
Oregon ,36,26,10,0.722,11.43,7.65,2713,2550,68,109.3,0.286,0.339,0.557,50.9,51.2,8.3,11,0.524,14.7,30.8,0.217,2015,NCAA,Oregon ,8
Providence ,34,22,12,0.647,13.71,9.5,2370,2227,65.7,105.4,0.407,0.289,0.526,52.9,57.2,10.8,13.5,0.484,15.3,35.1,0.287,2015,NCAA,Providence ,6
Purdue ,34,21,13,0.618,12.93,7.64,2375,2195,64.9,106.4,0.417,0.324,0.539,53.5,61.1,8.3,13.6,0.502,16.8,36.5,0.285,2015,NCAA,Purdue ,9
Robert Morris ,35,20,15,0.571,-3.02,-3.5,2414,2397,66.7,102.6,0.355,0.306,0.536,47.9,50.1,12.8,8.1,0.501,17.2,31,0.252,2015,NCAA,Robert Morris ,16
San Diego State ,36,27,9,0.75,11.81,4.24,2226,1939,60.8,100.7,0.362,0.308,0.496,52.4,47.1,11.2,14.1,0.467,15.4,35.4,0.228,2015,NCAA,San Diego State ,8
Southern Methodist ,34,27,7,0.794,12.94,3.57,2350,2032,63.3,108.8,0.44,0.229,0.555,55,63,11,14.7,0.517,16.8,37.1,0.309,2015,NCAA,Southern Methodist ,6
St. John's (NY) ,33,21,12,0.636,11.85,9.04,2343,2240,67.6,104.6,0.363,0.301,0.529,47.4,48.9,11,16.8,0.494,13.7,28.4,0.251,2015,NCAA,St. John's (NY) ,9
Stephen F. Austin ,34,29,5,0.853,8.61,-4.2,2672,2188,68,115.2,0.427,0.37,0.594,54.2,65.4,11.2,10,0.557,17.5,37.9,0.314,2015,NCAA,Stephen F. Austin ,12
